Student_ID,Name,Gender,Department,Year,Semester,Age,Attendance,Python,Statistics,Machine_Learning,Deep_Learning,Database,Data_Visualization,Assignment_Score,Internal_Marks,Project_Marks,Study_Hours,Placement_Status,Total_Marks,Percentage,Grade,GPA,Rank,Attendance_Status,At_Risk,Risk_Score,Risk_Category
DS0299,Student_0299,Female,Artificial Intelligence,1,4,23,85.47,64.0,92,76,57,60,62,55,52,82,6.6,Placed,411.0,68.5,C,7.0,94,Excellent,True,1,Low Risk
DS0300,Student_0300,Female,Information Technology,2,4,20,71.05,67.0,75,53,55,69,78,58,64,81,18.4,Internship,397.0,66.16666666666666,C,7.0,109,Warning,True,1,Low Risk
DS0301,Student_0301,Other,Data Science,1,4,24,75.59,39.0,58,88,71,49,100,64,100,90,21.8,Placed,405.0,67.5,C,7.0,101,Good,True,1,Low Risk
DS0302,Student_0302,Male,Artificial Intelligence,2,3,21,56.13,79.0,55,89,57,74,45,83,100,95,14.2,Internship,399.0,66.5,C,7.0,107,Critical,True,2,Medium Risk
DS0303,Student_0303,Other,Information Technology,1,2,23,80.61,70.0,83,87,65,71,75,95,90,82,28.0,Internship,451.0,75.16666666666667,B,8.0,54,Good,False,0,Safe
DS0304,Student_0304,Other,Artificial Intelligence,1,1,20,71.98,64.0,94,78,100,52,60,88,89,85,9.3,Internship,448.0,74.66666666666667,B,8.0,57,Warning,True,2,Medium Risk
DS0305,Student_0305,Female,Information Technology,2,1,20,66.55,91.0,88,79,73,73,69,62,56,63,17.6,Placed,473.0,78.83333333333333,B,8.0,32,Warning,True,1,Low Risk
DS0306,Student_0306,Female,Data Science,1,4,21,70.51,70.0,73,78,61,92,66,89,45,91,26.6,Internship,440.0,73.33333333333333,B,8.0,65,Warning,True,1,Low Risk
DS0307,Student_0307,Female,Data Science,2,2,20,93.9,64.0,74,87,63,83,60,72,52,58,18.8,Placed,431.0,71.83333333333334,B,8.0,74,Excellent,False,0,Safe
DS0308,Student_0308,Male,Data Science,1,2,20,89.57,98.0,76,64,81,66,64,68,65,100,11.0,Internship,449.0,74.83333333333333,B,8.0,56,Excellent,False,0,Safe
DS0309,Student_0309,Female,Data Science,1,4,21,76.86,60.0,68,76,63,46,57,65,97,72,12.9,Placed,370.0,61.66666666666667,C,7.0,136,Good,True,1,Low Risk
DS0310,Student_0310,Female,Computer Science,2,1,23,83.92,86.0,59,61,70,70,74,75,72,78,15.8,Internship,420.0,70.0,B,8.0,85,Good,False,0,Safe
DS0311,Student_0311,Male,Computer Science,2,1,22,68.8,69.0,79,62,56,100,59,68,87,82,20.0,Placed,425.0,70.83333333333334,B,8.0,80,Warning,True,1,Low Risk
DS0312,Student_0312,Female,Computer Science,1,1,21,80.35,43.0,98,52,93,85,79,71,41,91,15.4,Placed,450.0,75.0,B,8.0,55,Good,True,1,Low Risk
DS0313,Student_0313,Other,Artificial Intelligence,1,3,21,81.07,63.0,62,75,57,36,76,53,56,63,21.9,Not Placed,369.0,61.5,C,7.0,137,Good,True,1,Low Risk
DS0314,Student_0314,Female,Artificial Intelligence,2,4,24,85.38,65.0,63,99,75,75,64,72,69,86,5.1,Placed,441.0,73.5,B,8.0,64,Excellent,True,1,Low Risk
DS0315,Student_0315,Other,Artificial Intelligence,2,4,23,100.0,61.0,53,97,83,37,47,79,79,64,21.1,Placed,378.0,63.0,C,7.0,128,Excellent,True,1,Low Risk
DS0316,Student_0316,Male,Computer Science,2,2,20,66.06,64.0,66,79,46,94,73,78,72,68,8.9,Not Placed,422.0,70.33333333333334,B,8.0,83,Warning,True,3,High Risk
DS0317,Student_0317,Male,Computer Science,2,3,23,79.33,51.0,69,63,60,93,69,49,93,72,21.2,Not Placed,405.0,67.5,C,7.0,101,Good,False,0,Safe
DS0318,Student_0318,Other,Information Technology,1,3,20,62.94,59.0,68,57,89,75,76,64,56,85,17.2,Not Placed,424.0,70.66666666666667,B,8.0,81,Critical,True,1,Low Risk
DS0319,Student_0319,Female,Information Technology,2,1,20,90.17,49.0,67,48,69,45,78,68,84,54,9.3,Not Placed,356.0,59.333333333333336,D,6.0,148,Excellent,True,2,Medium Risk
DS0320,Student_0320,Female,Artificial Intelligence,1,1,22,80.08,75.0,38,69,55,72,54,63,68,54,18.8,Internship,363.0,60.5,C,7.0,143,Good,True,1,Low Risk
DS0321,Student_0321,Female,Artificial Intelligence,2,4,21,72.6,79.0,100,61,66,61,73,89,80,74,13.8,Placed,440.0,73.33333333333333,B,8.0,65,Warning,True,1,Low Risk
DS0322,Student_0322,Female,Data Science,2,3,23,73.8,100.0,58,74,59,97,83,86,77,78,15.7,Internship,471.0,78.5,B,8.0,34,Warning,True,1,Low Risk
DS0323,Student_0323,Male,Data Science,1,1,20,69.16,76.0,73,71,60,95,54,63,57,79,6.4,Internship,429.0,71.5,B,8.0,76,Warning,True,2,Medium Risk
DS0324,Student_0324,Other,Data Science,2,1,20,99.22,63.0,38,74,62,48,86,86,56,61,20.2,Internship,371.0,61.83333333333333,C,7.0,135,Excellent,True,1,Low Risk
DS0325,Student_0325,Female,Information Technology,2,3,24,59.13,66.0,67,89,59,71,84,59,76,72,16.5,Internship,436.0,72.66666666666667,B,8.0,69,Critical,True,1,Low Risk
DS0326,Student_0326,Male,Artificial Intelligence,1,1,24,62.01,86.0,52,66,73,59,91,74,77,61,18.1,Placed,427.0,71.16666666666667,B,8.0,78,Critical,True,1,Low Risk
DS0327,Student_0327,Female,Information Technology,1,1,23,76.35,53.0,80,86,74,42,55,93,74,62,23.0,Placed,390.0,65.0,C,7.0,116,Good,True,1,Low Risk
DS0328,Student_0328,Male,Computer Science,2,4,24,87.73,60.0,60,75,97,94,75,63,76,71,19.5,Not Placed,461.0,76.83333333333333,B,8.0,44,Excellent,False,0,Safe
DS0329,Student_0329,Female,Artificial Intelligence,2,4,21,83.74,72.0,25,73,80,77,68,81,87,80,9.7,Not Placed,395.0,65.83333333333333,C,7.0,111,Good,True,2,Medium Risk
DS0330,Student_0330,Male,Computer Science,1,3,24,86.07,33.0,63,81,65,82,72,97,46,68,21.9,Internship,396.0,66.0,C,7.0,110,Excellent,True,1,Low Risk
DS0331,Student_0331,Female,Artificial Intelligence,1,1,24,88.91,93.0,74,66,81,83,65,75,71,83,15.2,Not Placed,462.0,77.0,B,8.0,43,Excellent,False,0,Safe
DS0332,Student_0332,Male,Artificial Intelligence,2,2,20,73.39,73.0,54,89,53,64,71,99,29,59,35.1,Placed,404.0,67.33333333333333,C,7.0,102,Warning,True,1,Low Risk
DS0333,Student_0333,Female,Information Technology,1,2,22,71.62,79.0,53,69,71,83,98,59,45,51,9.7,Placed,453.0,75.5,B,8.0,52,Warning,True,2,Medium Risk
DS0334,Student_0334,Female,Computer Science,2,4,22,90.57,52.0,75,52,25,54,63,74,71,62,15.6,Placed,321.0,53.5,D,6.0,170,Excellent,True,1,Low Risk
DS0335,Student_0335,Male,Artificial Intelligence,1,2,23,69.59,59.0,73,66,56,85,76,76,62,60,4.6,Placed,415.0,69.16666666666667,C,7.0,90,Warning,True,2,Medium Risk
DS0336,Student_0336,Female,Information Technology,2,4,20,49.27,65.0,79,60,100,83,90,68,80,77,17.9,Placed,477.0,79.5,B,8.0,28,Critical,True,1,Low Risk
DS0337,Student_0337,Female,Information Technology,2,2,20,72.21,90.0,76,82,56,54,94,64,52,52,14.6,Placed,452.0,75.33333333333333,B,8.0,53,Warning,True,1,Low Risk
DS0338,Student_0338,Female,Information Technology,2,2,20,92.95,61.0,87,74,74,59,68,75,83,67,3.3,Placed,423.0,70.5,B,8.0,82,Excellent,True,1,Low Risk
DS0339,Student_0339,Other,Computer Science,2,4,23,93.31,74.0,81,79,76,65,58,61,63,99,22.1,Internship,433.0,72.16666666666667,B,8.0,72,Excellent,False,0,Safe
DS0340,Student_0340,Female,Computer Science,2,2,23,76.14,65.0,74,72,29,56,69,59,76,70,14.9,Not Placed,365.0,60.83333333333333,C,7.0,141,Good,True,1,Low Risk
DS0341,Student_0341,Male,Information Technology,2,2,23,76.75,66.0,100,36,64,70,58,73,70,73,14.7,Not Placed,394.0,65.66666666666666,C,7.0,112,Good,True,1,Low Risk
DS0342,Student_0342,Other,Artificial Intelligence,1,2,22,100.0,74.0,81,52,54,44,83,65,74,87,9.1,Placed,388.0,64.66666666666666,C,7.0,118,Excellent,True,2,Medium Risk
DS0343,Student_0343,Female,Computer Science,2,4,20,62.02,62.0,73,100,75,94,88,99,75,35,13.6,Internship,492.0,82.0,A,9.0,18,Critical,True,1,Low Risk
DS0344,Student_0344,Female,Information Technology,2,4,23,69.8,80.0,66,81,57,50,69,79,73,51,6.8,Not Placed,403.0,67.16666666666666,C,7.0,103,Warning,True,2,Medium Risk
DS0345,Student_0345,Male,Computer Science,2,4,24,84.2,70.0,100,79,44,25,81,87,65,68,16.2,Placed,399.0,66.5,C,7.0,107,Good,True,1,Low Risk
DS0346,Student_0346,Male,Artificial Intelligence,1,2,22,80.81,78.0,70,85,63,50,100,69,71,74,17.2,Internship,446.0,74.33333333333333,B,8.0,59,Good,False,0,Safe
DS0347,Student_0347,Male,Artificial Intelligence,2,4,24,89.1,35.0,98,68,79,49,63,65,65,71,25.0,Not Placed,392.0,65.33333333333333,C,7.0,114,Excellent,True,1,Low Risk
DS0348,Student_0348,Female,Information Technology,2,1,20,94.41,42.0,50,41,54,58,46,81,74,59,5.2,Not Placed,291.0,48.5,F,5.0,172,Excellent,True,4,High Risk
DS0349,Student_0349,Female,Artificial Intelligence,2,1,20,100.0,53.0,69,83,84,79,59,48,68,93,5.7,Placed,427.0,71.16666666666667,B,8.0,78,Excellent,True,1,Low Risk
DS0350,Student_0350,Male,Computer Science,1,2,23,69.21,60.0,62,67,46,79,80,70,100,76,7.7,Not Placed,394.0,65.66666666666666,C,7.0,112,Warning,True,3,High Risk
DS0351,Student_0351,Other,Computer Science,2,3,21,73.5,73.0,50,52,54,63,84,79,62,70,19.1,Placed,376.0,62.66666666666667,C,7.0,130,Warning,True,1,Low Risk
DS0352,Student_0352,Male,Data Science,2,3,23,69.74,65.0,73,94,67,88,78,73,81,93,18.2,Placed,465.0,77.5,B,8.0,40,Warning,True,1,Low Risk
DS0353,Student_0353,Other,Computer Science,1,2,23,73.84,63.0,39,71,70,73,100,73,60,82,18.5,Not Placed,416.0,69.33333333333334,C,7.0,89,Warning,True,2,Medium Risk
DS0354,Student_0354,Male,Data Science,1,1,20,82.25,54.0,88,72,44,69,74,55,50,91,24.4,Placed,401.0,66.83333333333333,C,7.0,105,Good,True,1,Low Risk
DS0355,Student_0355,Female,Information Technology,2,2,20,83.08,75.0,92,86,80,56,96,49,82,60,18.6,Not Placed,485.0,80.83333333333333,A,9.0,22,Good,False,0,Safe
DS0356,Student_0356,Female,Computer Science,1,3,21,93.56,62.0,66,59,68,98,91,62,70,47,23.9,Placed,444.0,74.0,B,8.0,61,Excellent,False,0,Safe
DS0357,Student_0357,Female,Computer Science,1,1,24,72.2,100.0,71,38,79,56,60,76,65,58,13.7,Internship,404.0,67.33333333333333,C,7.0,102,Warning,True,2,Medium Risk
DS0358,Student_0358,Male,Artificial Intelligence,2,3,23,93.52,75.0,67,49,85,29,63,64,80,77,4.0,Internship,368.0,61.33333333333333,C,7.0,138,Excellent,True,2,Medium Risk
DS0359,Student_0359,Female,Data Science,1,3,23,73.23,99.0,48,76,76,74,63,64,78,91,13.6,Internship,436.0,72.66666666666667,B,8.0,69,Warning,True,2,Medium Risk
DS0360,Student_0360,Other,Artificial Intelligence,2,1,23,60.18,82.0,71,57,66,66,60,81,59,79,21.5,Not Placed,402.0,67.0,C,7.0,104,Critical,True,1,Low Risk
DS0361,Student_0361,Female,Information Technology,2,3,20,70.68,51.0,49,95,75,64,56,91,65,59,13.0,Not Placed,390.0,65.0,C,7.0,116,Warning,True,2,Medium Risk
DS0362,Student_0362,Female,Data Science,1,1,21,92.17,31.0,68,67,82,42,87,52,82,63,4.4,Placed,377.0,62.83333333333333,C,7.0,129,Excellent,True,2,Medium Risk
DS0363,Student_0363,Male,Artificial Intelligence,1,1,24,67.41,53.0,70,58,76,43,38,74,87,81,17.0,Placed,338.0,56.333333333333336,D,6.0,162,Warning,True,2,Medium Risk
DS0364,Student_0364,Female,Computer Science,2,1,21,89.62,86.0,59,70,70,66,64,60,68,70,18.5,Internship,415.0,69.16666666666667,C,7.0,90,Excellent,False,0,Safe
DS0365,Student_0365,Male,Information Technology,2,2,21,80.47,38.0,83,60,88,63,69,81,73,87,11.2,Not Placed,401.0,66.83333333333333,C,7.0,105,Good,True,1,Low Risk
DS0366,Student_0366,Other,Data Science,2,2,24,100.0,55.0,60,71,67,81,90,79,79,54,16.0,Placed,424.0,70.66666666666667,B,8.0,81,Excellent,False,0,Safe
DS0367,Student_0367,Female,Data Science,1,2,23,78.37,78.0,66,86,100,56,55,75,59,88,13.3,Not Placed,441.0,73.5,B,8.0,64,Good,False,0,Safe
DS0368,Student_0368,Female,Data Science,2,2,23,77.6,66.0,79,67,66,70,82,64,81,77,6.0,Not Placed,430.0,71.66666666666667,B,8.0,75,Good,True,1,Low Risk
DS0369,Student_0369,Female,Data Science,1,2,20,80.14,65.0,69,62,92,77,91,75,51,66,13.7,Internship,456.0,76.0,B,8.0,49,Good,False,0,Safe
DS0370,Student_0370,Male,Data Science,2,2,24,81.35,76.0,77,61,77,67,27,98,60,75,6.9,Internship,385.0,64.16666666666667,C,7.0,121,Good,True,2,Medium Risk
DS0371,Student_0371,Female,Artificial Intelligence,2,4,21,54.59,94.0,69,71,90,80,57,74,49,99,17.2,Placed,461.0,76.83333333333333,B,8.0,44,Critical,True,1,Low Risk
DS0372,Student_0372,Female,Artificial Intelligence,2,4,24,68.52,56.0,60,42,54,85,100,100,69,100,25.8,Not Placed,397.0,66.16666666666666,C,7.0,109,Warning,True,2,Medium Risk
DS0373,Student_0373,Other,Data Science,2,2,21,79.98,44.0,60,60,69,69,100,76,56,76,19.6,Not Placed,402.0,67.0,C,7.0,104,Good,True,1,Low Risk
DS0374,Student_0374,Female,Data Science,1,1,22,74.26,75.0,79,91,84,71,52,60,54,50,14.4,Placed,452.0,75.33333333333333,B,8.0,53,Warning,True,1,Low Risk
DS0375,Student_0375,Other,Artificial Intelligence,1,4,21,71.43,48.0,55,64,50,76,81,63,89,88,20.2,Placed,374.0,62.33333333333333,C,7.0,132,Warning,True,2,Medium Risk
DS0376,Student_0376,Female,Information Technology,2,3,23,76.26,84.0,40,90,76,85,76,88,48,66,30.3,Not Placed,451.0,75.16666666666667,B,8.0,54,Good,True,1,Low Risk
DS0377,Student_0377,Female,Information Technology,1,2,21,89.87,61.0,66,57,75,59,67,90,74,100,23.4,Internship,385.0,64.16666666666667,C,7.0,121,Excellent,False,0,Safe
DS0378,Student_0378,Male,Data Science,2,3,24,65.1,75.0,57,69,91,96,92,52,75,82,22.3,Internship,480.0,80.0,A,9.0,25,Warning,True,1,Low Risk
DS0379,Student_0379,Male,Computer Science,2,2,21,93.3,77.0,78,55,68,47,40,65,80,65,3.1,Placed,365.0,60.83333333333333,C,7.0,141,Excellent,True,2,Medium Risk
DS0380,Student_0380,Other,Data Science,2,4,24,84.55,72.0,63,63,100,47,76,60,60,88,28.4,Placed,421.0,70.16666666666667,B,8.0,84,Good,True,1,Low Risk
DS0381,Student_0381,Other,Information Technology,1,1,24,84.77,77.0,57,75,100,72,92,63,59,89,24.3,Internship,473.0,78.83333333333333,B,8.0,32,Good,False,0,Safe
DS0382,Student_0382,Female,Information Technology,1,1,20,77.87,93.0,97,72,65,90,81,74,88,86,25.3,Internship,498.0,83.0,A,9.0,13,Good,False,0,Safe
DS0383,Student_0383,Male,Data Science,1,3,22,70.23,41.0,74,80,47,60,57,82,80,80,18.8,Internship,359.0,59.833333333333336,D,6.0,145,Warning,True,2,Medium Risk
DS0384,Student_0384,Male,Data Science,1,4,20,82.41,75.0,95,87,54,82,83,76,41,73,11.3,Internship,476.0,79.33333333333333,B,8.0,29,Good,False,0,Safe
DS0385,Student_0385,Female,Artificial Intelligence,2,4,23,79.94,52.0,92,78,70,62,74,88,42,74,13.0,Placed,428.0,71.33333333333334,B,8.0,77,Good,False,0,Safe
DS0386,Student_0386,Other,Data Science,2,2,22,80.06,68.0,62,72,99,65,74,100,83,79,15.5,Internship,440.0,73.33333333333333,B,8.0,65,Good,False,0,Safe
DS0387,Student_0387,Other,Information Technology,1,3,22,71.98,61.0,71,83,70,65,66,80,94,92,7.2,Placed,416.0,69.33333333333334,C,7.0,89,Warning,True,2,Medium Risk
DS0388,Student_0388,Female,Artificial Intelligence,1,2,24,85.25,66.0,56,66,94,49,46,92,45,92,13.8,Internship,377.0,62.83333333333333,C,7.0,129,Excellent,True,1,Low Risk
DS0389,Student_0389,Other,Data Science,1,4,23,89.33,81.0,50,70,74,87,46,94,63,88,25.5,Not Placed,408.0,68.0,C,7.0,97,Excellent,True,1,Low Risk
DS0390,Student_0390,Female,Data Science,1,3,21,88.59,45.0,79,84,66,52,84,65,61,76,23.0,Internship,410.0,68.33333333333333,C,7.0,95,Excellent,True,1,Low Risk
DS0391,Student_0391,Other,Data Science,2,1,22,83.88,100.0,47,75,54,85,56,82,71,55,21.1,Internship,417.0,69.5,C,7.0,88,Good,True,1,Low Risk
DS0392,Student_0392,Female,Computer Science,2,2,24,100.0,69.0,87,59,46,69,89,59,61,83,3.0,Internship,419.0,69.83333333333334,C,7.0,86,Excellent,True,2,Medium Risk
DS0393,Student_0393,Male,Artificial Intelligence,2,4,20,89.68,89.0,79,83,78,68,54,97,77,88,13.9,Not Placed,451.0,75.16666666666667,B,8.0,54,Excellent,False,0,Safe
DS0394,Student_0394,Male,Artificial Intelligence,2,1,22,88.05,63.0,77,64,74,54,57,67,72,96,21.7,Internship,389.0,64.83333333333333,C,7.0,117,Excellent,False,0,Safe
DS0395,Student_0395,Male,Artificial Intelligence,2,1,24,89.41,82.0,99,59,55,59,66,80,62,83,21.1,Not Placed,420.0,70.0,B,8.0,85,Excellent,False,0,Safe
DS0396,Student_0396,Male,Artificial Intelligence,1,1,20,82.05,58.0,63,37,54,59,71,81,78,75,5.2,Not Placed,342.0,56.99999999999999,D,6.0,158,Good,True,2,Medium Risk
DS0397,Student_0397,Male,Computer Science,1,2,24,70.33,61.0,64,64,71,91,82,87,69,53,19.2,Placed,433.0,72.16666666666667,B,8.0,72,Warning,True,1,Low Risk
DS0398,Student_0398,Female,Information Technology,1,3,23,69.27,73.0,67,69,59,79,69,41,80,56,16.9,Internship,416.0,69.33333333333334,C,7.0,89,Warning,True,1,Low Risk
DS0399,Student_0399,Female,Computer Science,2,1,23,88.62,76.0,79,52,69,95,96,72,80,65,14.8,Not Placed,467.0,77.83333333333333,B,8.0,38,Excellent,False,0,Safe
DS0400,Student_0400,Male,Data Science,2,4,23,70.72,72.0,74,77,61,50,94,82,92,56,15.1,Internship,428.0,71.33333333333334,B,8.0,77,Warning,True,1,Low Risk
DS0401,Student_0401,Female,Information Technology,2,3,21,69.85,73.0,83,65,47,79,87,90,77,82,26.5,Internship,434.0,72.33333333333334,B,8.0,71,Warning,True,2,Medium Risk
DS0402,Student_0402,Other,Information Technology,2,4,23,91.22,54.0,62,72,62,82,67,80,78,79,14.7,Not Placed,399.0,66.5,C,7.0,107,Excellent,False,0,Safe
DS0403,Student_0403,Male,Information Technology,1,2,21,77.41,59.0,74,65,95,90,79,76,75,82,22.4,Internship,462.0,77.0,B,8.0,43,Good,False,0,Safe
DS0404,Student_0404,Male,Information Technology,1,4,20,100.0,60.0,60,92,82,64,68,77,81,49,12.6,Placed,426.0,71.0,B,8.0,79,Excellent,False,0,Safe
DS0405,Student_0405,Female,Computer Science,2,3,24,79.9,88.0,76,25,80,99,40,39,78,92,18.5,Internship,408.0,68.0,C,7.0,97,Good,True,1,Low Risk
DS0406,Student_0406,Male,Computer Science,1,4,22,60.88,79.0,64,42,80,96,87,75,77,53,21.4,Placed,448.0,74.66666666666667,B,8.0,57,Critical,True,2,Medium Risk
DS0407,Student_0407,Female,Artificial Intelligence,2,4,22,76.83,79.0,62,67,41,65,70,79,87,73,18.2,Not Placed,384.0,64.0,C,7.0,122,Good,True,1,Low Risk
DS0408,Student_0408,Other,Artificial Intelligence,2,1,23,60.25,67.0,60,78,62,76,70,80,75,87,12.3,Internship,413.0,68.83333333333333,C,7.0,92,Critical,True,1,Low Risk
DS0409,Student_0409,Female,Computer Science,1,1,22,100.0,98.0,64,57,55,44,93,69,67,96,20.6,Internship,411.0,68.5,C,7.0,94,Excellent,True,1,Low Risk
DS0410,Student_0410,Other,Computer Science,1,1,21,68.06,100.0,74,64,61,42,66,78,87,81,17.2,Not Placed,407.0,67.83333333333333,C,7.0,99,Warning,True,2,Medium Risk
DS0411,Student_0411,Male,Data Science,2,2,22,92.44,58.0,83,25,76,100,47,82,74,86,16.1,Placed,389.0,64.83333333333333,C,7.0,117,Excellent,True,1,Low Risk
DS0412,Student_0412,Female,Information Technology,1,3,20,96.45,100.0,72,73,44,62,87,75,66,47,19.2,Placed,438.0,73.0,B,8.0,67,Excellent,True,1,Low Risk
DS0413,Student_0413,Male,Computer Science,1,1,22,58.17,80.0,43,87,81,87,79,52,60,73,18.7,Internship,457.0,76.16666666666667,B,8.0,48,Critical,True,2,Medium Risk
DS0414,Student_0414,Female,Data Science,2,4,21,100.0,75.0,87,87,57,74,57,83,63,100,13.6,Placed,437.0,72.83333333333334,B,8.0,68,Excellent,False,0,Safe
DS0415,Student_0415,Female,Computer Science,2,1,23,100.0,72.0,63,95,68,72,88,79,73,77,25.2,Internship,458.0,76.33333333333333,B,8.0,47,Excellent,False,0,Safe
DS0416,Student_0416,Male,Artificial Intelligence,2,2,21,71.26,61.0,66,47,52,62,69,95,88,75,12.9,Not Placed,357.0,59.5,D,6.0,147,Warning,True,2,Medium Risk
DS0417,Student_0417,Female,Computer Science,2,3,24,88.41,87.0,55,76,100,73,58,91,67,69,9.3,Internship,449.0,74.83333333333333,B,8.0,56,Excellent,True,1,Low Risk
DS0418,Student_0418,Male,Computer Science,2,2,24,83.27,68.0,62,55,98,77,79,70,78,80,13.3,Placed,439.0,73.16666666666667,B,8.0,66,Good,False,0,Safe
DS0419,Student_0419,Male,Data Science,1,4,20,66.69,50.0,72,67,42,78,84,78,75,62,14.8,Placed,393.0,65.5,C,7.0,113,Warning,True,2,Medium Risk
DS0420,Student_0420,Male,Artificial Intelligence,2,3,20,97.27,40.0,84,58,69,49,61,85,86,96,20.0,Not Placed,361.0,60.16666666666667,C,7.0,144,Excellent,True,1,Low Risk
DS0421,Student_0421,Female,Information Technology,2,3,20,93.64,69.0,85,86,80,48,57,94,89,93,8.7,Not Placed,425.0,70.83333333333334,B,8.0,80,Excellent,True,2,Medium Risk
DS0422,Student_0422,Male,Information Technology,1,4,24,82.13,77.0,61,45,66,90,77,75,52,91,12.5,Internship,416.0,69.33333333333334,C,7.0,89,Good,True,1,Low Risk
DS0423,Student_0423,Female,Information Technology,1,4,20,84.42,60.0,89,87,87,65,69,100,85,71,21.8,Internship,457.0,76.16666666666667,B,8.0,48,Good,False,0,Safe
DS0424,Student_0424,Other,Data Science,2,2,22,80.62,96.0,100,88,70,67,79,70,69,77,28.0,Not Placed,500.0,83.33333333333334,A,9.0,12,Good,False,0,Safe
DS0425,Student_0425,Male,Data Science,1,1,24,86.34,66.0,71,57,81,91,94,79,72,77,19.2,Placed,460.0,76.66666666666667,B,8.0,45,Excellent,False,0,Safe
DS0426,Student_0426,Male,Computer Science,2,1,21,87.1,66.0,66,96,100,52,51,77,79,64,14.3,Internship,431.0,71.83333333333334,B,8.0,74,Excellent,False,0,Safe
DS0427,Student_0427,Male,Artificial Intelligence,2,1,24,87.96,70.0,46,53,53,81,74,33,90,47,21.9,Placed,377.0,62.83333333333333,C,7.0,129,Excellent,True,1,Low Risk
DS0428,Student_0428,Male,Artificial Intelligence,1,3,21,69.06,57.0,86,100,36,80,43,86,50,93,13.1,Placed,402.0,67.0,C,7.0,104,Warning,True,2,Medium Risk
DS0429,Student_0429,Female,Computer Science,1,2,21,85.25,49.0,94,69,99,88,58,77,69,74,25.1,Internship,457.0,76.16666666666667,B,8.0,48,Excellent,True,1,Low Risk
DS0430,Student_0430,Male,Computer Science,2,1,24,88.45,70.0,64,62,62,49,59,37,80,72,12.6,Placed,366.0,61.0,C,7.0,140,Excellent,True,1,Low Risk
DS0431,Student_0431,Male,Computer Science,2,1,23,99.36,73.0,63,38,84,74,65,78,51,78,15.6,Placed,397.0,66.16666666666666,C,7.0,109,Excellent,True,1,Low Risk
DS0432,Student_0432,Other,Computer Science,2,2,21,88.45,83.0,79,25,78,55,49,86,72,61,9.1,Placed,369.0,61.5,C,7.0,137,Excellent,True,2,Medium Risk
DS0433,Student_0433,Other,Computer Science,2,2,20,63.96,85.0,47,86,68,69,44,82,73,65,22.0,Internship,399.0,66.5,C,7.0,107,Critical,True,2,Medium Risk
DS0434,Student_0434,Other,Artificial Intelligence,1,4,23,70.31,37.0,75,94,92,76,65,86,100,74,6.6,Not Placed,439.0,73.16666666666667,B,8.0,66,Warning,True,3,High Risk
DS0435,Student_0435,Male,Computer Science,1,4,23,65.64,50.0,82,69,83,62,82,100,70,84,12.2,Placed,428.0,71.33333333333334,B,8.0,77,Warning,True,1,Low Risk
DS0436,Student_0436,Female,Artificial Intelligence,1,2,23,99.71,54.0,66,87,62,57,72,80,81,85,7.9,Not Placed,398.0,66.33333333333333,C,7.0,108,Excellent,True,1,Low Risk
DS0437,Student_0437,Female,Data Science,2,2,20,100.0,56.0,54,50,82,74,71,53,59,41,18.5,Placed,387.0,64.5,C,7.0,119,Excellent,False,0,Safe
DS0438,Student_0438,Female,Artificial Intelligence,2,3,20,75.98,53.0,54,49,82,81,97,67,78,90,22.9,Placed,416.0,69.33333333333334,C,7.0,89,Good,True,1,Low Risk
DS0439,Student_0439,Male,Computer Science,1,4,22,76.85,57.0,85,69,65,59,62,100,91,64,14.1,Internship,397.0,66.16666666666666,C,7.0,109,Good,False,0,Safe
DS0440,Student_0440,Male,Information Technology,1,1,20,100.0,67.0,72,59,77,92,50,90,86,71,14.0,Placed,417.0,69.5,C,7.0,88,Excellent,False,0,Safe
DS0441,Student_0441,Other,Computer Science,1,1,24,88.83,48.0,82,77,89,67,68,74,56,43,15.0,Internship,431.0,71.83333333333334,B,8.0,74,Excellent,True,1,Low Risk
DS0442,Student_0442,Male,Information Technology,2,3,23,55.27,92.0,95,75,99,69,84,94,62,62,7.7,Placed,514.0,85.66666666666667,A,9.0,6,Critical,True,2,Medium Risk
DS0443,Student_0443,Male,Information Technology,2,1,20,80.87,67.0,96,100,45,65,54,67,96,83,20.7,Internship,427.0,71.16666666666667,B,8.0,78,Good,True,1,Low Risk
DS0444,Student_0444,Other,Information Technology,2,3,21,70.79,30.0,69,100,90,42,65,75,32,58,16.3,Not Placed,396.0,66.0,C,7.0,110,Warning,True,2,Medium Risk
DS0445,Student_0445,Male,Information Technology,1,2,22,77.94,83.0,41,64,85,48,73,87,52,71,12.8,Placed,394.0,65.66666666666666,C,7.0,112,Good,True,1,Low Risk
DS0446,Student_0446,Female,Computer Science,1,3,24,79.24,68.0,83,78,59,72,92,50,93,63,23.2,Not Placed,452.0,75.33333333333333,B,8.0,53,Good,False,0,Safe
DS0447,Student_0447,Female,Computer Science,2,4,21,90.85,61.0,61,88,85,73,81,64,94,70,16.1,Placed,449.0,74.83333333333333,B,8.0,56,Excellent,False,0,Safe
DS0448,Student_0448,Female,Data Science,2,3,24,78.8,81.0,70,66,70,83,60,100,69,71,14.8,Placed,430.0,71.66666666666667,B,8.0,75,Good,False,0,Safe
